slnp:resource_uri;cam:dataFalecimento;cam:dataNascimento;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;sen:CodigoParlamentar;sen:NomeCompletoParlamentar;sen:NomeParlamentar
ed0ba42c-c88a-44cc-8d72-11deca3cc87e;;1982-02-01;178948.0;CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO;BETO ROSADO;;;
c9dd22f4-a949-4dc6-a0c3-ea6bdf58584d;;1962-02-05;160538.0;ELVINO JOSÉ BOHN GASS;BOHN GASS;;;
bbf9b3c5-0ae3-4ded-a7c8-37eb556c34f3;;1974-02-12;178906.0;ROBERTO SALAME FILHO;BETO SALAME;;;
58f54abb-4d96-4584-a106-315194f07d33;;1963-06-08;141513.0;OLAVO BILAC PINTO NETO;BILAC PINTO;;;
f37f28b2-5516-44a2-a66c-8a9e85f0af7d;;1972-03-15;141394.0;BRUNO CAVALCANTI DE ARAÚJO;BRUNO ARAÚJO;;;
a1ea6431-b96f-41a4-b703-6714fd46f750;;1975-04-27;178915.0;HEBERTE LAMARCK GOMES DA SILVA;BETINHO GOMES;;;
9cad7a0c-14e0-402a-9a5e-255bedb9f9da;;1948-08-29;74535.0;BENITO DA GAMA SANTOS;BENITO GAMA;;;
9f043e06-b534-4348-bb54-924da092c732;;1942-04-26;73701.0;BENEDITA SOUZA DA SILVA SAMPAIO;BENEDITA DA SILVA;;;
b715d17d-c3a3-4ac0-b57e-435aae8e6ce3;;1971-11-30;74040.0;BENJAMIN GOMES MARANHÃO NETO;BENJAMIN MARANHÃO;;;
a6c6411c-f4ae-4041-bf9c-53563d66a24e;;1951-07-07;73437.0;PAULO ROBERTO GOMES MANSUR;BETO MANSUR;;;
2c55c020-8a83-4034-91ba-2373f300d91b;;1962-06-09;178834.0;ADALBERTO SOUZA GALVÃO;BEBETO;;;
0484739c-4501-4bfd-b135-2068e6e13b45;;1972-06-09;178975.0;LUIZ FELIPE BALEIA TENUTO ROSSI;BALEIA ROSSI;;;
51ff6020-11f3-46ba-b752-48ac34de85c1;;1957-07-09;69871.0;JOAO CARLOS BACELAR BATISTA;BACELAR;;;
8863bcff-bb80-4703-97a9-26bd3a49f2e9;;1979-02-17;160512.0;AUREO LIDIO MOREIRA RIBEIRO;AUREO;;;
58c215be-9043-4664-9729-88c15aeae274;;1941-11-04;141401.0;CARLOS GOMES BEZERRA;CARLOS BEZERRA;;;
12fc091a-6836-4708-a8f3-2b4262da1b00;;1962-10-22;160665.0;AUGUSTO RODRIGUES COUTINHO DE MELO;AUGUSTO COUTINHO ;;;
9ed926fe-7d7f-443c-ac39-a0b820ae4cf8;;1953-07-27;73655.0;AUGUSTO SILVEIRA DE CARVALHO;AUGUSTO CARVALHO;;;
9a3109a4-720a-4eb6-af7b-0b9e7b8bc4d1;;1950-09-28;74052.0;JOÃO BOSCO DA COSTA;BOSCO COSTA;;;
fb3a1677-ec5b-470f-b9af-3f989c5d63b2;;1974-06-24;193165.0;ATILA ALEXANDRE NUNES PEREIRA;ÁTILA A. NUNES;;;
b6f9f7cc-0830-43e6-b221-bb93f49301bb;;1979-10-01;178847.0;ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO;ARTHUR VIRGÍLIO BISNETO;;;
eabc1659-3af6-48f2-992a-c8170c2ed216;;1962-09-14;160581.0;ASSIS FLÁVIO DA SILVA MELO;ASSIS MELO;;;
779321a2-c1bf-45f6-b924-44579cf31534;;1947-04-07;74459.0;ÁTILA FREITAS LIRA;ÁTILA LIRA;;;
c120c6c5-f9f6-453c-8b32-0b41a3944545;;1950-11-22;74090.0;ÁTILA SIDNEY LINS ALBUQUERQUE;ÁTILA LINS;;;
516d6725-6f21-4b50-9cfe-d0f96068bf24;;1964-08-17;160600.0;ARTHUR DE OLIVEIRA MAIA DA SILVA;ARTHUR OLIVEIRA MAIA;;;
fba73252-efa6-42ea-8deb-8814e4ca045e;;1961-09-09;159237.0;FRANCISCO DE ASSIS CARVALHO GONÇALVES;ASSIS CARVALHO;;;
79d19612-2eb2-4c4f-b889-de31d901cc49;;1937-03-11;74833.0;AROLDE DE OLIVEIRA;AROLDE DE OLIVEIRA;;;
de06436e-b542-4e0c-ae46-b330a989326c;;1958-11-30;160602.0;ARNALDO JORDY FIGUEIREDO;ARNALDO JORDY;;;
882eccc7-1b37-4b79-a865-c66fc77eae5e;;1955-05-08;141391.0;ARNALDO CALIL PEREIRA JARDIM;ARNALDO JARDIM;;;
3ad51ec7-67bc-4936-9fce-ff1f7e4bee82;;1949-12-24;73433.0;ARLINDO CHIGNALIA JUNIOR;ARLINDO CHINAGLIA;;;
68055b96-ea10-46cd-847a-dae113abd13e;;1938-10-11;74103.0;FRANCISCO ARIOSTO HOLANDA;ARIOSTO HOLANDA;;;
60163117-c00b-4dc0-8b71-ef05fee193c1;;1948-03-12;160530.0;ANTONIO JOSÉ IMBASSAHY DA SILVA;ANTONIO IMBASSAHY;;;
d8c48799-a140-4ade-8e34-41d786404d3c;;1962-05-26;178950.0;ANTONIO JACOME DE LIMA JUNIOR;ANTÔNIO JÁCOME;;;
a5b421ff-5a68-4e15-ad0b-3bc7f467119d;;1945-12-30;73434.0;ARNALDO FARIA DE SÁ;ARNALDO FARIA DE SÁ;;;
a1541a32-5a58-4727-b09a-fceec641c088;;1963-12-24;178974.0;ANDRES NAVARRO SANCHEZ;ANDRES SANCHEZ;;;
c847237c-fde9-4a7b-8457-a7c318948313;;1989-08-27;178882.0;ANDRE LUIZ CARVALHO RIBEIRO;ANDRÉ FUFUCA;;;
fccb2032-ac27-4cb1-8baf-dfd5ac60cf86;;1946-06-13;73584.0;ANTONIO CARLOS DE MENDES THAME;ANTONIO CARLOS MENDES THAME;;;
e70d3ae0-6450-4586-9585-1a8a22276377;;1969-06-25;160541.0;ARTHUR CÉSAR PEREIRA DE LIRA;ARTHUR LIRA;;;
12b60beb-6603-41a2-89cb-a40110286b4c;;1972-02-23;160543.0;ANDRÉ LUIS DANTAS FERREIRA;ANDRE MOURA;;;
aeb6708c-3cdb-43a8-8338-c43d338df900;;1966-11-10;133439.0;ANDRÉ PEIXOTO FIGUEIREDO LIMA;ANDRÉ FIGUEIREDO;;;
fd69ca2e-540c-4dc0-9449-fb2aaa417f0a;;1972-12-10;160551.0;ANDERSON FERREIRA RODRIGUES;ANDERSON FERREIRA;;;
54cfb1df-2ff1-495a-99ca-79386e63440a;;1970-11-10;178831.0;ANDRE DOS SANTOS ABDON;ANDRÉ ABDON;;;
bac4e022-cd17-4488-8042-87657f878e69;;1961-07-22;74471.0;ANDRÉ CARLOS ALVES DE PAULA FILHO;ANDRÉ DE PAULA;;;
bd71ff1e-6f70-4c2b-85b1-d7ac102e7100;;1968-09-13;178937.0;ALTINEU CÔRTES FREITAS COUTINHO;ALTINEU CÔRTES;;;
686ab621-1839-4a6e-a69a-51978086c49f;;1951-08-13;74291.0;JOSÉ ARNON CRUZ BEZERRA DE MENEZES;ARNON BEZERRA;;;
f0faefe8-613a-457e-9f7a-80ee47f7fc05;;1990-07-26;195143.0;ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO;ANDRÉ AMARAL;;;
79af7558-25d0-49ef-94b2-650a59bfc218;;1952-05-05;178846.0;ALFREDO PEREIRA DO NASCIMENTO;ALFREDO NASCIMENTO;;;
40ad512f-7442-45cc-9121-0da7fd3f33cb;;1989-02-26;178927.0;ALIEL MACHADO BARK;ALIEL MACHADO;;;
1370bac3-4776-454f-a8ba-c9c205badcc9;;1959-05-16;74057.0;ALICE MAZZUCO PORTUGAL;ALICE PORTUGAL;;;
2e0a6d49-4d9e-4637-a924-10b7bdf388c6;;1975-11-29;178833.0;ALEXANDRE AUGUSTUS SERFIOTIS;ALEXANDRE SERFIOTIS;;;
7feddbf1-cd2b-427f-9092-661ded7b7b18;;1989-04-18;160545.0;ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;;;
238a2445-ec97-4f40-9e14-e8c7196528ca;;1955-11-07;141454.0;JACOB ALFREDO STOFFELS KAEFER;ALFREDO KAEFER;;;
6ef8349d-bbc8-4ebf-bf86-782ad5112b41;;1979-08-22;178972.0;ALEX SPINELLI MANENTE;ALEX MANENTE;;;
5ac757ec-9bfb-4fab-9636-a988b2131ddd;;1964-06-11;73458.0;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;;;
f1e3510c-95b2-41d3-8740-e4cf60441dbb;;1980-07-21;178875.0;ALEXANDRE BALDY DE SANT'ANNA BRAGA;ALEXANDRE BALDY;;;
770e19d6-ed26-42fa-905a-d7add3e2b100;;1954-06-04;160559.0;ALCEU MOREIRA DA SILVA;ALCEU MOREIRA;;;
5754846c-ffa6-4c5e-b6d9-2fa72c032b04;;1963-08-22;178973.0;ANA LUCIA LIPPAUS PERUGINI;ANA PERUGINI;;;
90a1634d-3c2c-429f-a2dc-bfbffc6cd265;;1973-04-07;178936.0;ALEXANDRE VALLE CARDOSO;ALEXANDRE VALLE;;;
10f03ca6-7c37-492f-8b8d-2df753ddc9bf;;1971-10-28;160511.0;ALESSANDRO LUCCIOLA MOLON;ALESSANDRO MOLON;;;
8bd0c743-0854-4a10-9a97-7cf0586eda91;;1956-06-02;73579.0;JOÃO ALBERTO FRAGA SILVA;ALBERTO FRAGA;;;
c072c80f-3595-43c0-86a2-f9de4ab08a94;;;;;;5573.0;Abel Rebouças São José;Abel Rebouças
88776b6d-78a4-4409-b4ed-d6d7da02d5ab;;;;;;111.0;Blairo Borges Maggi;Blairo Maggi
664ca3b7-95cf-4647-b0d9-7c5d69dd5caf;;;;;;5136.0;Cesar Antonio de Souza;Cesar Antonio de Souza
12ccdcb9-3b04-4be8-aadd-287b05819002;;;;;;391.0;Aécio Neves da Cunha;Aécio Neves
ac4e1241-47d9-4b28-a926-45ecb143d59f;;;;;;5631.0;Genésio Ayres Marchetti;Ayres Marchetti
3d8250ad-d2c7-4932-92c8-2b93a11aeed4;;;;;;5633.0;Atilio Francisco da Silva;Atilio Francisco
8117a2a2-3d7f-4f31-a816-7eb3290fd1c6;;;;;;5138.0;Athos de Almeida Lopes;Athos de Almeida Lopes
386d86c5-0783-4cb3-aae0-0201ac1a26e0;;;;;;715.0;Armando de Queiroz Monteiro Neto;Armando Monteiro
b36d3e89-1dfd-4517-8055-1cfad349d2ed;;;;;;5164.0;Ataídes de Oliveira;Ataídes Oliveira
a2533de3-bbef-412a-ae10-5100ea4d2f3f;;;;;;5639.0;Guaracy Batista da Silveira;Bispo Guaracy
91ec91fc-a655-46e9-b24f-ff1b97babe58;;;;;;3823.0;Benedito de Lira;Benedito de Lira
388fef04-b712-4c82-826a-86ac37210469;;;;;;5593.0;Celso Dal Lago Rodrigues;Celso Dal Lago Rodrigues
e157442c-73f5-479b-bdd5-36bbed082774;;;;;;5559.0;José Afonso Teixeira;Bispo José
b1d75ea0-0971-4bef-b93e-4e84bc03f371;;;;;;5603.0;Carlos Augusto Lopes da Costa;Carlos Augusto Costa
ea98af64-ce61-45a4-8f4b-8ded50d585f2;;;;;;5028.0;Armando José de Oliveira;Armando José de Oliveira
1ffcfd67-f316-4ea1-969c-96e99239481a;;;;;;5118.0;Zonir Freitas Tetila;Zonir Freitas Tetila
1052a27f-0307-407c-8bdd-24b6e9e964db;;;;;;5144.0;José Perrella de Oliveira Costa;Zeze Perrella
79bbb177-8bbd-4680-910d-6db3c691baec;;;;;;4697.0;Ângela Maria Gomes Portela;Ângela Portela
865e1ac6-bf2d-4f9b-93a1-86f932a9f150;;;;;;5168.0;Aristavora de Souza Santos;Aristavora de Souza Santos
abe615a3-a87f-4b46-bd82-75a25e0f8eb4;;;;;;3811.0;José Wilson Santiago;Wilson Santiago
14d43b00-ed42-42c8-ba27-66f7b8950a5a;;;;;;5070.0;Wilder Pedro de Morais;Wilder Morais
f1f35be1-09d3-47ba-9deb-54cb8b301e3d;;;;;;3597.0;Wirlande Santos da Luz;Wirlande da Luz
f61cacd1-0e20-4a74-92dc-526ca62eee18;;;;;;5096.0;Wilmar Lacerda;Wilmar Lacerda
21e61d7f-4885-46ba-af27-0996be05fea1;;;;;;1173.0;Wellington Antonio Fagundes;Wellington Fagundes
a52a3599-99d2-4c05-9b70-e098a40fce7b;;;;;;1176.0;Waldemir Moka Miranda de Britto;Waldemir Moka
0b24b902-066d-4501-aa7a-31ed795c4b13;;;;;;5016.0;José Wellington Barroso de Araujo Dias;Wellington Dias
21d77c6d-c0d1-47c4-a429-9674c0d3e791;;;;;;604.0;Walter de Freitas Pinheiro;Walter Pinheiro
4e72f813-d719-4603-b0a3-c4ec1c130b0a;;;;;;4786.0;Virginio José de Carvalho Neto;Virginio de Carvalho
1c52ef0c-d1d6-4748-890d-53a5f46e529f;;;;;;4645.0;Vital do Rêgo Filho;Vital do Rêgo
6b9bc6cf-6b15-4ac8-8812-aea846cff333;;;;;;5082.0;Waldemir Catanho de Sena Júnior;Waldemir Catanho de Sena Júnior
05b55429-5eb2-4d03-a69c-3a26cae8c4ad;;;;;;791.0;Vivaldo Vieira Barbosa;Vivaldo Barbosa
1d5649e5-f68f-40c0-b7f7-f86975a36d92;;;;;;4763.0;Vicente Alves de Oliveira;Vicentinho Alves
bb9287ce-6978-47ac-8891-d1f0261523bc;;;;;;558.0;Vanessa Grazziotin;Vanessa Grazziotin
40d14615-e15e-43e4-97cd-a79a4248826e;;;;;;5084.0;Veridiana Maria Tonini;Veridiana Maria Tonini
0e0dadca-92b8-4152-83dc-8ab070da0c0e;;;;;;5130.0;Valério Djalma Cavalcanti Marinho;Valério Djalma Cavalcanti Marinho
5d12c296-e621-46d1-86af-53c1af438965;;;;;;375.0;Valdir Ganzer;Valdir Ganzer
4ef1a81a-31e3-4a83-a69b-ab3a59e085b3;;;;;;5420.0;Ubiraci Picanço;Ubiraci Picanço
69a391c0-c114-4835-8d64-eb6acf28c59e;;;;;;5068.0;Tânia Cristina Magalhães Bastos e Silva;Tânia Cristina Magalhães Bastos e Silva
8e8c23b8-316d-4b42-b1f6-ea62b2c73ce0;;;;;;438.0;Tilden José Santiago;Tilden Santiago
9dac7a9c-1da3-4986-a712-81addce44c43;;;;;;4949.0;Tomás Guilherme Correia;Tomás Correia
8f5f9a1f-713f-40bd-8c3a-b3b86c12c347;;;;;;5619.0;Thieres Pinto de Mesquita Filho;Thieres Pinto
085b8da7-75da-4a74-9f62-690b407533ae;;;;;;3372.0;Valdir Raupp de Matos;Valdir Raupp
6284584e-83e8-41d2-ae03-a65e87488d81;;;;;;5629.0;Theodorico Bezerra Netto;Theodorico Netto
d731e172-e6d2-41da-91f2-b50738580bfe;;;;;;5535.0;Telmário Mota de Oliveira;Telmário Mota
4d08b889-3dc6-409f-93c4-749c8f2a77b8;;;;;;3396.0;Tasso Ribeiro Jereissati;Tasso Jereissati
0a3c6e80-4436-4468-a816-b12471b3739c;;;;;;5056.0;Silvia Nascimento Cardoso dos Santos Cerqueira;Silvia Nascimento Cardoso dos Santos Cerqueira
ded5a5e0-802d-4076-883e-94befc266229;;;;;;5527.0;Simone Nassar Tebet;Simone Tebet
4c1a0a0a-4e60-4980-84cc-bf878785445b;;;;;;5106.0;Sérgio Rogério de Castro;Sérgio de Castro
c47a2a83-2f7d-4b23-96c8-c8389d230ca3;;;;;;4560.0;Sérgio de Oliveira Cunha;Sérgio Petecão
34073aad-7438-4174-a047-62f7a7ec2461;;;;;;5563.0;Severino Barboza Leão;Severino Leão
9c3156c5-a14b-4d99-9484-b3e55704b988;;;;;;624.0;Aluísio Sérgio Novais Eleutério;Sérgio Novais
296f627e-a475-4057-b4d1-72a73682b546;;;;;;5038.0;Sandra Backsmann Braga;Sandra Braga
d90dd54c-a838-4351-ba10-0a16ec667fb7;;;;;;5583.0;Schariff Moyses;Schariff Moyses
98a53332-5fd9-4493-b9a6-db9d80f5448c;;;;;;5611.0;Severino Nunes de Araujo;Severino Araujo
00a976ac-4646-4751-8d23-e3b101653ea2;;;;;;5172.0;Sanny Japiassú dos Santos;Sanny Japiassú dos Santos
0a9469a3-3731-46af-bcda-e2b2da4d6def;;;;;;5048.0;Sergio de Souza;Sergio Souza
b632a9db-9db4-4a8f-9ddc-9d7754e6494b;;;;;;5074.0;Sander Fraxe Salomao;Sander Fraxe Salomao
bdff27a3-bc83-40b5-bdd4-8391c7a777e5;;;;;;5621.0;Rudson Leite da Silva;Rudson Leite
aa343aa2-ad5d-45c4-88d1-0f998f7a2b1c;;;;;;4847.0;Salomão Alcolumbre Júnior;Salomão Alcolumbre Júnior
67ccee0c-9a35-4379-96c6-0d94517240b1;;;;;;2331.0;Rosilda de Freitas;Rose de Freitas
15f6c4e1-7866-4d6b-8b06-c68b74f34280;;;;;;5601.0;Roosevelt Vita;Roosevelt Vita
3ba55941-dc1f-418e-8dca-4c35d5d9d2ab;;;;;;5110.0;Manoel Antônio Rodrigues Palma;Rodrigues Palma
72c0393e-79e4-4bf0-9bfb-0daeb5d20041;;;;;;5322.0;Romario de Souza Faria;Romário
84e4c713-a00a-49ae-a3e5-3d415fba8de5;;;;;;73.0;Romero Jucá Filho;Romero Jucá
4361d273-5947-4597-adee-f3add02a12f3;;;;;;4593.0;Rodrigo Sobral Rollemberg;Rodrigo Rollemberg
d0fac895-d8ef-48b1-bb9d-5f5170fee734;;;;;;456.0;Ronaldo Ramos Caiado;Ronaldo Caiado
6b04c2d2-6249-4302-a9c5-5a0e28cff224;;;;;;5098.0;Roberto Wagner Monteiro;Roberto Wagner Monteiro
9142f343-a65b-4676-9e85-b776fcecce4e;;;;;;677.0;Roberto Coelho Rocha;Roberto Rocha
dc60217c-0d92-44a0-a210-7a8b0bd5f672;;;;;;72.0;Roberto Requião de Mello e Silva;Roberto Requião
8cf10beb-42e1-41b0-8791-6d84cc16558d;;;;;;5052.0;Roberto de Oliveira Muniz;Roberto Muniz
e8b11aad-a268-4b52-8b38-b4e8eb0d808e;;;;;;5635.0;Ricardo Barreto Franco;Ricardo Franco
67467a48-f2a7-4ba6-90af-5d07e0692a81;;;;;;635.0;Ricardo de Rezende Ferraço;Ricardo Ferraço
ac1e4ec6-8f3c-420d-b07f-e652eaace968;;;;;;5236.0;José Antônio Machado Reguffe;Reguffe
22c978c0-fdf6-4cce-be19-f4f46770718c;;;;;;70.0;José Renan Vasconcelos Calheiros;Renan Calheiros
01760840-8d85-4a14-ae7f-c5b78fb57df5;;;;;;5182.0;Maria Regina Sousa;Regina Sousa
5e973d44-2731-4a1a-9879-32fa13dfdeb8;;;;;;5116.0;Pedro Chaves dos Santos Filho;Pedro Chaves
8eedb3bf-8e87-459a-9b0a-3ddf53a0e9e1;;;;;;5012.0;Randolph Frederich Rodrigues Alves;Randolfe Rodrigues
06dd3d2f-c068-4e90-92b5-f122b12b5fc7;;;;;;5050.0;Pedro Irno Tonelli;Pedro Irno Tonelli
bbffdcfb-9793-47a4-844f-43c419235286;;;;;;5072.0;Reditario Cassol;Reditario Cassol
77aacc4f-a0ce-447c-847d-727d1a150e41;;;;;;2207.0;Raimundo Lira;Raimundo Lira
2898a985-05d8-4aa0-bf1a-9a1ca8fd524c;;;;;;374.0;Paulo Roberto Galvão da Rocha;Paulo Rocha
794a74c9-f834-45e0-84bc-058250b458d2;;;;;;5010.0;José Pedro Gonçalves Taques;Pedro Taques
94b7d3fd-f5c7-464a-9568-b1883cc395b5;;;;;;4606.0;José Eleonildo Soares;Pinto Itamaraty
a1d33818-4807-4c45-9a6f-8db1e12a0708;;;;;;825.0;Paulo Renato Paim;Paulo Paim
e8548a1e-fdaa-426c-bbae-a59830f5bb05;;;;;;5589.0;Paulo Henrique Campos Matos;Paulo Matos
b1c81864-5014-4750-8d1d-20145aa7ecdf;;;;;;5114.0;Paulo Pereira Fíuza Filho;Paulo Pereira Fíuza Filho
ed3219bf-3846-4097-945d-25cc5e37a6cc;;;;;;824.0;Paulo José Gouvêa;Paulo Gouvêa
2096d988-a25d-4af6-9032-53163648dacf;;;;;;3741.0;Paulo Roberto Bauer;Paulo Bauer
1b3cf4c9-df11-4b9b-ab04-4696813316cb;;;;;;5020.0;Paulo Roberto Davim;Paulo Davim
687f9449-eae6-4810-8ac6-15e1907fa1be;;;;;;5122.0;Paulo Antenor de Oliveira;Paulo Antenor de Oliveira
cd77dc6e-4c17-490a-8390-31ccbd74be68;;;;;;5152.0;Paulo Frateschi;Paulo Frateschi
988ef563-72fa-42f1-a7f1-02f736352621;;;;;;5018.0;Heber Waldo Silva Costa;Pastor Bel
28357c7e-3936-4843-a5ee-844670006d9e;;;;;;5617.0;Sebastião Valadares Neto;Pastor Valadares
b9124f79-9536-4036-a13f-13c33433ce62;;;;;;5599.0;Ibanes Taveira da Silva;Pastor Ibanes Taveira
b113ffa4-b745-4911-a4d7-ff2c0290ba33;;;;;;5523.0;Otto Roberto Mendonça de Alencar;Otto Alencar
5fdb2567-9b92-4852-8ae8-d3bde3a9ec4c;;;;;;918.0;Amarildo Martins da Silva;Pastor Amarildo
9be4ce66-4c3c-459f-9b02-75afebb6b07b;;;;;;5525.0;Omar José Abdel Aziz;Omar Aziz
8115d4a2-6e79-4e83-9982-16d6ded8b86b;;;;;;5080.0;Pablo Sergio Souza Bezerra;Pablo Sergio Souza Bezerra
3c2489c8-2394-48ac-aee5-459d134fa7fc;;;;;;5060.0;Olney Ribeiro Botelho;Olney Ribeiro Botelho
fa9d260b-4bb8-40e8-8237-6c36910f0c2e;;;;;;288.0;Nilson Moura Leite Mourão;Nilson Mourão
a4cdc2aa-58c2-4400-80ff-81df5751a1ca;;;;;;5176.0;Nestor Duarte Guimarães Neto;Nestor Duarte Guimarães Neto
8ed47306-3b66-494c-bec1-65245204fabd;;;;;;5094.0;Márcio Bergonsi Turra;Márcio Bergonsi Turra
57f59fd6-000f-4712-ab67-67111ca20277;;;;;;380.0;Nicias Lopes Ribeiro;Nicias Ribeiro
47bbd50b-4613-407b-976e-eb988275a796;;;;;;5086.0;Miguel Dias de Souza;Miguel Dias de Souza
e6151e4a-7a43-4a36-88a1-8846fd93a937;;;;;;5281.0;Ozanilda Gondim Vital do Rego;Nilda Gondim
fea99295-e819-4d0a-8351-c6a3bb8ca9c7;;;;;;5595.0;Moacir Kohl;Moacir Kohl
d379f530-2980-49f3-8bc0-cf6777b9abb3;;;;;;64.0;Odacir Soares Rodrigues;Odacir Soares
6e1d05f8-5214-4567-8e6b-53b8a37f5699;;;;;;5142.0;Marta Maria Freire da Costa;Marta Maria Freire da Costa
625b80ee-f645-4712-88ee-7d2d40e40dd3;;;;;;5571.0;Marco Jeovano Soares Ribas;Marquinho
d8eac7da-f942-4270-8581-c16479bee8a1;;;;;;4998.0;Marinor Jorge Brito;Marinor Brito
28c06ab6-4c7d-4d8d-b444-5bce2e9b8092;;;;;;1023.0;Maria do Carmo do Nascimento Alves;Maria do Carmo Alves
7c9e85ec-10c8-4c1f-96f7-9ac80cce5c2d;;;;;;5000.0;Marta Teresa Suplicy;Marta Suplicy
53b1e990-b31f-4240-8f78-3319fae11c66;;;;;;670.0;Mauro de Alencar Fecury;Mauro Fecury
58346859-26e8-4d28-a35f-1f427c74ec4d;;;;;;5575.0;Marizete Lisboa Fernandes Pereira;Marizete
716a7890-cad9-40d8-a104-c23871235ab9;;;;;;5174.0;Maria de Pompeia Lins Pessoa;Maria de Pompeia Lins Pessoa
611701af-fb70-4567-933f-f8247449db0d;;;;;;5190.0;Maria Luza de Aquino Machado;Maria Luza de Aquino Machado
061e42ba-da13-4603-803e-6403e5e5dbb4;;;;;;5124.0;Maria Antonieta Amorim dos Santos;Maria Antonieta Amorim dos Santos
8235de01-4265-4fb0-987e-321e9c9f95f1;;;;;;4951.0;Manoel Angelo Chagas;Manoel Angelo Chagas
29e87930-e298-4d2a-98f3-24c51543ce9b;;;;;;710.0;Marcondes Iran Benevides Gadelha;Marcondes Gadelha
c9488653-10eb-4cbd-b463-51a892acb032;;;;;;3366.0;Marcelo Bezerra Crivella;Marcelo Crivella
74ebbe70-0630-463b-bb87-63245f3abf05;;;;;;5591.0;Manoel Francisco de Vasconcelos Motta;Manoel Motta
4ac44cff-d4db-4e3f-b18d-908834c67ffa;;;;;;631.0;Magno Pereira Malta;Magno Malta
920972c7-31fe-4b6a-8a55-9ebdbed1d2c9;;;;;;5557.0;Mailza Assis da Silva;Mailza Gomes
522c8b91-1755-4a8e-bcbf-deccb5471daa;;;;;;151.0;Luiz Osvaldo Pastore;Luiz Pastore
d08b4fd9-ac97-4a7c-a82d-e82935aeeec4;;;;;;643.0;Lúcia Vânia Abrão;Lúcia Vânia
0d9e16bc-0023-40f5-8f5a-eecb93563d99;;;;;;5058.0;Luís Guilherme Gomes Mussi;Luís Guilherme Gomes Mussi
b7438e5f-7c24-4c31-b04b-d7743452b22e;;;;;;4575.0;Lídice da Mata e Souza;Lídice da Mata
eb16ebfc-6335-45d0-8981-8c78ab9235be;;;;;;5002.0;Luiz Henrique da Silveira;Luiz Henrique
26517902-89df-4849-86d0-21d3bff4f19b;;;;;;5567.0;Luis Augusto Mitoso Junior;Luis Mitoso
79cf23d3-541d-4b9e-854c-c301b829b4e9;;;;;;5585.0;Luiz Carlos do Carmo;Luiz Carlos do Carmo
13923a90-75e4-4684-bd50-7f2d29b964b4;;;;;;5104.0;Luis Cláudio da Costa Avelar;Luis Cláudio da Costa Avelar
9ede5195-8749-42c2-8064-197a9b4e12be;;;;;;5040.0;Lirio Albino Parisotto;Lirio Albino Parisotto
5dd0be1e-e0ca-4eb7-a00e-0253069d76c2;;;;;;5092.0;Luis Carlos Paes de Castro;Luis Carlos Paes de Castro
213f228e-0779-480d-bf50-0441f18271e5;;;;;;5156.0;Lauro Antonio Texeira Menezes;Lauro Antonio
da61aadb-297d-4787-9136-b12e37032b7c;;;;;;3695.0;Luiz Lindbergh Farias Filho;Lindbergh Farias
b0ab39a3-88c9-4dcf-948f-8774bcc8c667;;;;;;5533.0;Lasier Costa Martins;Lasier Martins
c154a845-14b4-4d1b-8aec-44387e87436d;;;;;;3579.0;Edison Lobão Filho;Lobão Filho
11f174a8-fd53-4fa1-93d4-9262fdde053e;;;;;;1249.0;Kátia Regina de Abreu;Kátia Abreu
fa74efa4-ceda-4d84-856e-047e78c73578;;;;;;415.0;Lael Vieira Varella;Lael Varella
a1f3fdce-32cf-4a26-adc6-1c2dc933358d;;;;;;3593.0;João Faustino Ferreira Neto;João Faustino
e85e195d-1c70-4fe0-ba17-c913b99bad1b;;;;;;916.0;João Batista de Jesus Ribeiro;João Ribeiro
c87b5242-449a-4559-b562-b00b42fb14a8;;;;;;5066.0;Juçara Feitosa de Oliveira;Juçara Feitosa de Oliveira
335b9d27-2219-444e-a697-8e8096c7e20c;;;;;;5158.0;Antonio Carlos Porto de Andrade;Kaká Andrade
0a67bb39-9166-4495-a203-f0d7406b9ea6;;;;;;3394.0;João Alberto Rodrigues Capiberibe;João Capiberibe
13f49551-5fd2-408c-87ea-e126a006aae3;;;;;;5166.0;João Costa Ribeiro Filho;João Costa
0f386395-e698-4a9f-a7f8-9d4e291b0b59;;;;;;5186.0;João Claudino Fernandes;João Claudino Fernandes
deda0f1e-5cba-48ab-93a6-764de5fb07db;;;;;;5613.0;João Batista da Rocha Lemos;João Batista Lemos
0bea9a31-68a6-474c-b81a-9af2d823bcea;;;;;;5184.0;José Ribamar Noleto de Santana;José Ribamar Noleto de Santana
ae413f0e-5bcd-4933-8959-28e0a67ddc7c;;;;;;615.0;José Barroso Pimentel;José Pimentel
e6eea339-03b2-493b-8b22-ad88f79f3802;;;;;;950.0;João Alberto de Souza;João Alberto Souza
256ea893-005e-4b48-a96c-86c8bdcfb286;;;;;;5036.0;José de Macedo Ferreira;José de Macedo Ferreira
b863ef50-a1c4-4c58-927e-9f6e4bb460ac;;;;;;90.0;José Serra;José Serra
